Tag;Datum;Uhrzeit;Team (H);Team (A);Tore (H);Tore (A);HZ-Tore (H);HZ-Tore (A);;;;;;;;;;;;;;;;;;;;;;;;
Sa;19901013;15:30;1. FC Kaiserslautern;VfB Stuttgart;2;0;1;0;1'0;28;2'0;65;;;;;;;;;;;;;;;;;;;;
Sa;19901013;15:30;Eintracht Frankfurt;Borussia Dortmund;3;1;0;0;1'0;50;2'0;67;3'0;72;3'1;84;;;;;;;;;;;;;;;;
Sa;19901013;15:30;1. FC Köln;Bayern München;4;0;3;0;1'0;3;2'0;25;3'0;38;4'0;66;;;;;;;;;;;;;;;;
Sa;19901013;15:30;Bor. Mönchengladbach;1. FC Nürnberg;2;0;1;0;1'0;23;2'0;49;;;;;;;;;;;;;;;;;;;;
Sa;19901013;15:30;VfL Bochum;Bayer 04 Leverkusen;3;1;1;1;0'1;41;1'1;44;2'1;76;3'1;89;;;;;;;;;;;;;;;;
So;19901014;18:00;Hamburger SV;Hertha BSC;2;0;1;0;1'0;38;2'0;90;;;;;;;;;;;;;;;;;;;;
Fr;19901019;20:00;FC St. Pauli;VfL Bochum;3;3;1;2;1'0;3;1'1;6;1'2;11;2'2;54;3'2;68;3'3;87;;;;;;;;;;;;
Fr;19901019;20:00;Bayer 04 Leverkusen;Werder Bremen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19901019;20:00;SG Wattenscheid 09;Borussia Dortmund;1;1;0;0;0'1;66;1'1;80;;;;;;;;;;;;;;;;;;;;
Sa;19901020;15:30;1. FC Nürnberg;1. FC Köln;0;4;0;2;0'1;3;0'2;19;0'3;83;0'4;86;;;;;;;;;;;;;;;;
Sa;19901020;15:30;Bayern München;Hamburger SV;6;1;3;1;1'0;3;2'0;17;2'1;24;3'1;42;4'1;48;5'1;60;6'1;78;;;;;;;;;;
Sa;19901020;15:30;Hertha BSC;Eintracht Frankfurt;1;0;1;0;1'0;19;;;;;;;;;;;;;;;;;;;;;;
Sa;19901020;15:30;Karlsruher SC;1. FC Kaiserslautern;4;2;4;2;1'0;3;2'0;20;3'0;21;3'1;41;3'2;42;4'2;44;;;;;;;;;;;;
Sa;19901020;15:30;VfB Stuttgart;Fortuna Düsseldorf;1;1;0;0;0'1;84;1'1;88;;;;;;;;;;;;;;;;;;;;
Sa;19901020;15:30;KFC Uerdingen 05;Bor. Mönchengladbach;1;1;1;1;1'0;7;1'1;23;;;;;;;;;;;;;;;;;;;;
Fr;19901026;20:00;Werder Bremen;FC St. Pauli;1;0;0;0;1'0;65;;;;;;;;;;;;;;;;;;;;;;
Fr;19901026;20:00;VfL Bochum;VfB Stuttgart;1;1;0;0;0'1;53;1'1;74;;;;;;;;;;;;;;;;;;;;
Sa;19901027;15:30;Fortuna Düsseldorf;Karlsruher SC;5;2;2;1;1'0;3;1'1;13;2'1;18;3'1;52;3'2;53;4'2;83;5'2;90;;;;;;;;;;
Sa;19901027;15:30;1. FC Kaiserslautern;SG Wattenscheid 09;1;1;1;1;0'1;12;1'1;29;;;;;;;;;;;;;;;;;;;;
Sa;19901027;15:30;Borussia Dortmund;Hertha BSC;3;1;0;1;0'1;7;1'1;70;2'1;82;3'1;90;;;;;;;;;;;;;;;;
Sa;19901027;15:30;Eintracht Frankfurt;Bayern München;1;4;0;2;0'1;28;0'2;41;0'3;65;0'4;77;1'4;82;;;;;;;;;;;;;;
Sa;19901027;15:30;Hamburger SV;1. FC Nürnberg;4;0;2;0;1'0;9;2'0;22;3'0;82;4'0;84;;;;;;;;;;;;;;;;
Sa;19901027;15:30;1. FC Köln;KFC Uerdingen 05;3;1;1;0;1'0;42;2'0;47;2'1;75;3'1;79;;;;;;;;;;;;;;;;
Sa;19901027;15:30;Bor. Mönchengladbach;Bayer 04 Leverkusen;1;1;1;0;1'0;40;1'1;65;;;;;;;;;;;;;;;;;;;;
Fr;19901109;20:00;SG Wattenscheid 09;Hertha BSC;3;1;0;0;1'0;64;1'1;81;2'1;85;3'1;87;;;;;;;;;;;;;;;;
Sa;19901110;15:00;Bayer 04 Leverkusen;1. FC Köln;2;0;1;0;1'0;35;2'0;68;;;;;;;;;;;;;;;;;;;;
Sa;19901110;15:30;1. FC Nürnberg;Eintracht Frankfurt;0;2;0;0;0'1;63;0'2;64;;;;;;;;;;;;;;;;;;;;
Sa;19901110;15:30;Bayern München;Borussia Dortmund;2;3;0;0;1'0;70;1'1;79;1'2;81;1'3;85;2'3;90;;;;;;;;;;;;;;
Sa;19901110;15:30;1. FC Kaiserslautern;Fortuna Düsseldorf;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19901110;15:30;Karlsruher SC;VfL Bochum;3;2;1;2;1'0;23;1'1;28;1'2;42;2'2;55;3'2;79;;;;;;;;;;;;;;
Sa;19901110;15:30;VfB Stuttgart;Werder Bremen;0;1;0;1;0'1;8;;;;;;;;;;;;;;;;;;;;;;
Sa;19901110;15:30;FC St. Pauli;Bor. Mönchengladbach;1;1;0;0;1'0;74;1'1;77;;;;;;;;;;;;;;;;;;;;
Sa;19901110;15:30;KFC Uerdingen 05;Hamburger SV;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19901116;20:00;Fortuna Düsseldorf;SG Wattenscheid 09;2;1;1;0;1'0;20;1'1;57;2'1;59;;;;;;;;;;;;;;;;;;
Fr;19901116;20:00;Borussia Dortmund;1. FC Nürnberg;0;2;0;0;0'1;65;0'2;86;;;;;;;;;;;;;;;;;;;;
Fr;19901116;20:00;1. FC Köln;FC St. Pauli;2;0;2;0;1'0;39;2'0;45;;;;;;;;;;;;;;;;;;;;
Sa;19901117;15:30;Werder Bremen;Karlsruher SC;2;0;1;0;1'0;25;2'0;60;;;;;;;;;;;;;;;;;;;;
Sa;19901117;15:30;Hertha BSC;Bayern München;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19901117;15:30;Eintracht Frankfurt;KFC Uerdingen 05;4;0;2;0;1'0;22;2'0;29;3'0;65;4'0;85;;;;;;;;;;;;;;;;
Sa;19901117;15:30;Hamburger SV;Bayer 04 Leverkusen;3;1;0;0;1'0;53;2'0;57;2'1;76;3'1;87;;;;;;;;;;;;;;;;
Sa;19901117;15:30;Bor. Mönchengladbach;VfB Stuttgart;2;0;1;0;1'0;41;2'0;52;;;;;;;;;;;;;;;;;;;;
Sa;19901117;15:30;VfL Bochum;1. FC Kaiserslautern;0;2;0;0;0'1;55;0'2;62;;;;;;;;;;;;;;;;;;;;
Sa;19901124;15:30;1. FC Nürnberg;Hertha BSC;1;4;1;1;1'0;10;1'1;39;1'2;47;1'3;75;1'4;81;;;;;;;;;;;;;;
Sa;19901124;15:30;Bayern München;SG Wattenscheid 09;7;0;3;0;1'0;7;2'0;13;3'0;33;4'0;53;5'0;60;6'0;77;7'0;88;;;;;;;;;;
Sa;19901124;15:30;1. FC Kaiserslautern;Werder Bremen;1;0;1;0;1'0;34;;;;;;;;;;;;;;;;;;;;;;
Sa;19901124;15:30;Karlsruher SC;Bor. Mönchengladbach;3;2;2;0;1'0;14;2'0;16;3'0;51;3'1;53;3'2;78;;;;;;;;;;;;;;
Sa;19901124;15:30;VfB Stuttgart;1. FC Köln;3;2;0;1;0'1;38;0'2;49;1'2;53;2'2;55;3'2;69;;;;;;;;;;;;;;
Sa;19901124;15:30;Bayer 04 Leverkusen;Eintracht Frankfurt;2;2;0;1;0'1;8;0'2;64;1'2;77;2'2;87;;;;;;;;;;;;;;;;
Sa;19901124;15:30;KFC Uerdingen 05;Borussia Dortmund;1;3;0;0;0'1;49;0'2;80;1'2;83;1'3;88;;;;;;;;;;;;;;;;
So;19901125;19:00;FC St. Pauli;Hamburger SV;0;2;0;0;0'1;56;0'2;59;;;;;;;;;;;;;;;;;;;;
Sa;19901201;15:30;VfL Bochum;Fortuna Düsseldorf;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19901207;20:00;Borussia Dortmund;Bayer 04 Leverkusen;1;1;1;1;0'1;8;1'1;13;;;;;;;;;;;;;;;;;;;;
Fr;19901207;20:00;1. FC Köln;Karlsruher SC;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19901207;20:00;Bor. Mönchengladbach;1. FC Kaiserslautern;2;2;1;1;1'0;20;1'1;44;1'2;50;2'2;53;;;;;;;;;;;;;;;;
Sa;19901208;15:30;Werder Bremen;Fortuna Düsseldorf;3;1;0;0;1'0;51;2'0;63;2'1;82;3'1;84;;;;;;;;;;;;;;;;
Sa;19901208;15:30;Bayern München;1. FC Nürnberg;1;0;1;0;1'0;34;;;;;;;;;;;;;;;;;;;;;;
Sa;19901208;15:30;Hertha BSC;KFC Uerdingen 05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19901208;15:30;Eintracht Frankfurt;FC St. Pauli;1;1;0;0;1'0;72;1'1;81;;;;;;;;;;;;;;;;;;;;
Sa;19901208;15:30;Hamburger SV;VfB Stuttgart;2;0;0;0;1'0;47;2'0;90;;;;;;;;;;;;;;;;;;;;
Sa;19901208;15:30;SG Wattenscheid 09;VfL Bochum;0;4;0;1;0'1;18;0'2;63;0'3;85;0'4;88;;;;;;;;;;;;;;;;
Fr;19901214;20:00;VfL Bochum;Werder Bremen;1;2;0;1;0'1;23;0'2;57;1'2;82;;;;;;;;;;;;;;;;;;
Sa;19901215;15:30;Fortuna Düsseldorf;Bor. Mönchengladbach;4;1;2;1;0'1;5;1'1;32;2'1;36;3'1;47;4'1;84;;;;;;;;;;;;;;
Sa;19901215;15:30;FC St. Pauli;Borussia Dortmund;0;2;0;1;0'1;1;0'2;73;;;;;;;;;;;;;;;;;;;;
Sa;19901215;15:30;KFC Uerdingen 05;Bayern München;1;1;0;0;0'1;55;1'1;86;;;;;;;;;;;;;;;;;;;;
So;19901216;19:00;VfB Stuttgart;Eintracht Frankfurt;2;1;0;0;1'0;48;2'0;62;2'1;90;;;;;;;;;;;;;;;;;;
Sa;19910216;15:30;1. FC Nürnberg;SG Wattenscheid 09;4;2;3;1;0'1;13;1'1;19;2'1;20;3'1;22;3'2;69;4'2;90;;;;;;;;;;;;
Sa;19910223;15:30;VfL Bochum;Bor. Mönchengladbach;3;0;2;0;1'0;15;2'0;37;3'0;68;;;;;;;;;;;;;;;;;;
Sa;19910223;15:30;VfB Stuttgart;Borussia Dortmund;7;0;4;0;1'0;3;2'0;4;3'0;11;4'0;25;5'0;63;6'0;89;7'0;90;;;;;;;;;;
Sa;19910223;15:30;1. FC Kaiserslautern;Hamburger SV;1;0;0;0;1'0;80;;;;;;;;;;;;;;;;;;;;;;
Sa;19910223;15:30;KFC Uerdingen 05;1. FC Nürnberg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19910223;15:30;Bayer 04 Leverkusen;Bayern München;1;2;0;0;1'0;62;1'1;80;1'2;87;;;;;;;;;;;;;;;;;;
Di;19910226;20:00;Werder Bremen;SG Wattenscheid 09;1;1;1;1;0'1;17;1'1;34;;;;;;;;;;;;;;;;;;;;
Di;19910226;20:00;Karlsruher SC;Eintracht Frankfurt;2;2;2;1;1'0;24;1'1;42;2'1;44;2'2;67;;;;;;;;;;;;;;;;
Mi;19910227;20:00;Fortuna Düsseldorf;1. FC Köln;0;2;0;0;0'1;49;0'2;54;;;;;;;;;;;;;;;;;;;;
Fr;19910301;20:00;SG Wattenscheid 09;KFC Uerdingen 05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19910302;15:30;Hertha BSC;VfB Stuttgart;0;2;0;1;0'1;23;0'2;64;;;;;;;;;;;;;;;;;;;;
Sa;19910302;15:30;Eintracht Frankfurt;1. FC Kaiserslautern;4;3;3;2;1'0;3;1'1;7;2'1;27;3'1;28;3'2;32;4'2;51;4'3;73;;;;;;;;;;
Sa;19910302;15:30;Borussia Dortmund;Karlsruher SC;2;2;1;2;0'1;1;0'2;4;1'2;44;2'2;84;;;;;;;;;;;;;;;;
Sa;19910302;15:30;Hamburger SV;Fortuna Düsseldorf;1;0;0;0;1'0;76;;;;;;;;;;;;;;;;;;;;;;
Sa;19910302;15:30;1. FC Köln;VfL Bochum;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19910302;15:30;Bayern München;FC St. Pauli;0;1;0;1;0'1;43;;;;;;;;;;;;;;;;;;;;;;
Sa;19910302;15:30;1. FC Nürnberg;Bayer 04 Leverkusen;1;0;0;0;1'0;63;;;;;;;;;;;;;;;;;;;;;;
So;19910303;18:00;Bor. Mönchengladbach;Werder Bremen;1;1;1;0;1'0;34;1'1;59;;;;;;;;;;;;;;;;;;;;
Di;19910305;20:00;FC St. Pauli;Hertha BSC;2;2;0;2;0'1;2;0'2;38;1'2;58;2'2;63;;;;;;;;;;;;;;;;
Fr;19910308;20:00;Werder Bremen;1. FC Köln;2;1;0;0;0'1;53;1'1;61;2'1;86;;;;;;;;;;;;;;;;;;
Fr;19910308;20:00;FC St. Pauli;1. FC Nürnberg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19910309;15:30;Fortuna Düsseldorf;Eintracht Frankfurt;1;0;0;0;1'0;74;;;;;;;;;;;;;;;;;;;;;;
Sa;19910309;15:30;1. FC Kaiserslautern;Borussia Dortmund;2;2;1;1;0'1;19;1'1;44;1'2;59;2'2;80;;;;;;;;;;;;;;;;
Sa;19910309;15:30;VfL Bochum;Hamburger SV;0;1;0;1;0'1;39;;;;;;;;;;;;;;;;;;;;;;
Sa;19910309;15:30;Karlsruher SC;Hertha BSC;3;0;1;0;1'0;27;2'0;48;3'0;78;;;;;;;;;;;;;;;;;;
Sa;19910309;15:30;VfB Stuttgart;Bayern München;0;3;0;1;0'1;32;0'2;47;0'3;84;;;;;;;;;;;;;;;;;;
Sa;19910309;15:30;Bayer 04 Leverkusen;KFC Uerdingen 05;1;0;1;0;1'0;34;;;;;;;;;;;;;;;;;;;;;;
Sa;19910309;15:30;Bor. Mönchengladbach;SG Wattenscheid 09;1;1;0;0;0'1;70;1'1;79;;;;;;;;;;;;;;;;;;;;
Fr;19910315;20:00;Hamburger SV;Werder Bremen;3;2;2;0;1'0;8;2'0;25;2'1;80;3'1;89;3'2;90;;;;;;;;;;;;;;
Fr;19910315;20:00;Bayern München;Karlsruher SC;3;0;1;0;1'0;18;2'0;50;3'0;55;;;;;;;;;;;;;;;;;;
Fr;19910315;20:00;SG Wattenscheid 09;Bayer 04 Leverkusen;1;2;1;0;1'0;21;1'1;51;1'2;87;;;;;;;;;;;;;;;;;;
Sa;19910316;15:30;1. FC Nürnberg;VfB Stuttgart;0;1;0;0;0'1;75;;;;;;;;;;;;;;;;;;;;;;
Sa;19910316;15:30;Hertha BSC;1. FC Kaiserslautern;0;2;0;1;0'1;2;0'2;89;;;;;;;;;;;;;;;;;;;;
Sa;19910316;15:30;1. FC Köln;Bor. Mönchengladbach;1;3;1;2;0'1;9;1'1;31;1'2;39;1'3;70;;;;;;;;;;;;;;;;
Sa;19910316;15:30;Borussia Dortmund;Fortuna Düsseldorf;1;1;0;1;0'1;9;1'1;74;;;;;;;;;;;;;;;;;;;;
Sa;19910316;15:30;Eintracht Frankfurt;VfL Bochum;1;1;1;1;0'1;2;1'1;8;;;;;;;;;;;;;;;;;;;;
Sa;19910316;15:30;KFC Uerdingen 05;FC St. Pauli;2;0;0;0;1'0;66;2'0;77;;;;;;;;;;;;;;;;;;;;
Di;19910319;20:00;1. FC Kaiserslautern;1. FC Köln;2;2;0;2;0'1;4;0'2;24;1'2;72;2'2;80;;;;;;;;;;;;;;;;
Di;19910319;20:00;Karlsruher SC;Hamburger SV;2;2;2;0;1'0;16;2'0;24;2'1;51;2'2;75;;;;;;;;;;;;;;;;
Di;19910319;20:00;Bayer 04 Leverkusen;Hertha BSC;3;1;1;0;1'0;19;2'0;48;3'0;74;3'1;78;;;;;;;;;;;;;;;;
Fr;19910322;20:00;Werder Bremen;Eintracht Frankfurt;1;1;0;0;0'1;67;1'1;77;;;;;;;;;;;;;;;;;;;;
Fr;19910322;20:00;Bor. Mönchengladbach;Hamburger SV;1;1;1;1;1'0;33;1'1;44;;;;;;;;;;;;;;;;;;;;
Fr;19910322;20:00;VfB Stuttgart;KFC Uerdingen 05;3;1;1;0;1'0;11;2'0;65;3'0;85;3'1;90;;;;;;;;;;;;;;;;
Sa;19910323;15:30;VfL Bochum;Borussia Dortmund;2;2;0;2;0'1;30;0'2;41;1'2;51;2'2;90;;;;;;;;;;;;;;;;
Sa;19910323;15:30;Karlsruher SC;1. FC Nürnberg;2;0;1;0;1'0;25;2'0;60;;;;;;;;;;;;;;;;;;;;
Sa;19910323;15:30;Fortuna Düsseldorf;Hertha BSC;4;2;0;0;1'0;54;2'0;73;3'0;78;3'1;81;4'1;82;4'2;83;;;;;;;;;;;;
Sa;19910323;15:30;1. FC Kaiserslautern;Bayern München;2;1;0;1;0'1;4;1'1;60;2'1;85;;;;;;;;;;;;;;;;;;
Sa;19910323;15:30;FC St. Pauli;Bayer 04 Leverkusen;1;0;1;0;1'0;42;;;;;;;;;;;;;;;;;;;;;;
Sa;19910323;15:30;1. FC Köln;SG Wattenscheid 09;1;1;0;0;1'0;62;1'1;64;;;;;;;;;;;;;;;;;;;;
Di;19910402;20:00;Bayer 04 Leverkusen;VfB Stuttgart;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Di;19910402;20:00;Borussia Dortmund;Werder Bremen;1;1;1;1;1'0;15;1'1;20;;;;;;;;;;;;;;;;;;;;
Di;19910402;20:00;1. FC Nürnberg;1. FC Kaiserslautern;1;4;1;2;0'1;7;0'2;26;1'2;34;1'3;71;1'4;84;;;;;;;;;;;;;;
Di;19910402;20:00;KFC Uerdingen 05;Karlsruher SC;1;1;0;0;1'0;60;1'1;74;;;;;;;;;;;;;;;;;;;;
Di;19910402;20:00;Bayern München;Fortuna Düsseldorf;0;1;0;0;0'1;64;;;;;;;;;;;;;;;;;;;;;;
Di;19910402;20:00;Hertha BSC;VfL Bochum;2;4;1;2;0'1;13;1'1;24;1'2;39;1'3;70;1'4;73;2'4;84;;;;;;;;;;;;
Mi;19910403;20:00;Hamburger SV;1. FC Köln;1;1;1;0;1'0;42;1'1;60;;;;;;;;;;;;;;;;;;;;
Mi;19910403;20:00;Eintracht Frankfurt;Bor. Mönchengladbach;5;1;4;1;1'0;4;2'0;11;3'0;19;3'1;29;4'1;40;5'1;59;;;;;;;;;;;;
Mi;19910403;20:00;SG Wattenscheid 09;FC St. Pauli;2;2;2;1;0'1;13;1'1;17;2'1;43;2'2;77;;;;;;;;;;;;;;;;
Fr;19910405;20:00;Fortuna Düsseldorf;1. FC Nürnberg;3;0;1;0;1'0;45;2'0;82;3'0;90;;;;;;;;;;;;;;;;;;
Fr;19910405;20:00;Werder Bremen;Hertha BSC;6;0;2;0;1'0;28;2'0;35;3'0;50;4'0;63;5'0;80;6'0;84;;;;;;;;;;;;
Fr;19910405;20:00;Karlsruher SC;Bayer 04 Leverkusen;2;0;1;0;1'0;31;2'0;77;;;;;;;;;;;;;;;;;;;;
Sa;19910406;15:30;1. FC Köln;Eintracht Frankfurt;2;1;1;1;0'1;24;1'1;26;2'1;50;;;;;;;;;;;;;;;;;;
Sa;19910406;15:30;Bor. Mönchengladbach;Borussia Dortmund;2;1;0;1;0'1;5;1'1;59;2'1;66;;;;;;;;;;;;;;;;;;
Sa;19910406;15:30;VfL Bochum;Bayern München;1;2;1;0;1'0;22;1'1;51;1'2;73;;;;;;;;;;;;;;;;;;
Sa;19910406;15:30;1. FC Kaiserslautern;KFC Uerdingen 05;2;0;1;0;1'0;43;2'0;51;;;;;;;;;;;;;;;;;;;;
Sa;19910406;15:30;VfB Stuttgart;FC St. Pauli;2;1;0;0;1'0;72;1'1;80;2'1;88;;;;;;;;;;;;;;;;;;
Sa;19910406;15:30;Hamburger SV;SG Wattenscheid 09;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19910412;20:00;SG Wattenscheid 09;VfB Stuttgart;2;2;2;2;1'0;6;1'1;23;2'1;26;2'2;30;;;;;;;;;;;;;;;;
Fr;19910412;20:00;FC St. Pauli;Karlsruher SC;2;0;2;0;1'0;1;2'0;4;;;;;;;;;;;;;;;;;;;;
Fr;19910412;20:00;Hertha BSC;Bor. Mönchengladbach;1;1;1;1;1'0;3;1'1;25;;;;;;;;;;;;;;;;;;;;
Sa;19910413;15:30;Borussia Dortmund;1. FC Köln;1;2;0;2;0'1;20;0'2;35;1'2;61;;;;;;;;;;;;;;;;;;
Sa;19910413;15:30;Eintracht Frankfurt;Hamburger SV;0;6;0;1;0'1;26;0'2;46;0'3;58;0'4;73;0'5;85;0'6;89;;;;;;;;;;;;
Sa;19910413;15:30;Bayern München;Werder Bremen;1;1;1;0;1'0;15;1'1;56;;;;;;;;;;;;;;;;;;;;
Sa;19910413;15:30;Bayer 04 Leverkusen;1. FC Kaiserslautern;2;2;1;0;1'0;10;2'0;57;2'1;62;2'2;90;;;;;;;;;;;;;;;;
Sa;19910413;15:30;KFC Uerdingen 05;Fortuna Düsseldorf;1;2;0;1;0'1;8;1'1;49;1'2;87;;;;;;;;;;;;;;;;;;
Sa;19910413;15:30;1. FC Nürnberg;VfL Bochum;3;2;2;1;0'1;5;1'1;7;2'1;44;2'2;49;3'2;78;;;;;;;;;;;;;;
Di;19910416;20:00;Karlsruher SC;VfB Stuttgart;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Di;19910416;20:00;Bor. Mönchengladbach;Bayern München;1;1;0;0;1'0;77;1'1;89;;;;;;;;;;;;;;;;;;;;
Di;19910416;20:00;VfL Bochum;KFC Uerdingen 05;0;2;0;1;0'1;25;0'2;90;;;;;;;;;;;;;;;;;;;;
Di;19910416;20:00;Eintracht Frankfurt;SG Wattenscheid 09;4;0;1;0;1'0;16;2'0;53;3'0;58;4'0;63;;;;;;;;;;;;;;;;
Mi;19910417;20:00;Hamburger SV;Borussia Dortmund;4;0;2;0;1'0;13;2'0;20;3'0;62;4'0;70;;;;;;;;;;;;;;;;
Mi;19910417;20:00;Werder Bremen;1. FC Nürnberg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Mi;19910417;20:00;1. FC Köln;Hertha BSC;2;1;0;1;0'1;26;1'1;72;2'1;88;;;;;;;;;;;;;;;;;;
Mi;19910417;20:00;1. FC Kaiserslautern;FC St. Pauli;1;0;0;0;1'0;82;;;;;;;;;;;;;;;;;;;;;;
Mi;19910417;20:00;Fortuna Düsseldorf;Bayer 04 Leverkusen;0;2;0;1;0'1;12;0'2;62;;;;;;;;;;;;;;;;;;;;
Fr;19910419;20:00;SG Wattenscheid 09;Karlsruher SC;1;1;0;1;0'1;41;1'1;84;;;;;;;;;;;;;;;;;;;;
Sa;19910420;15:30;Bayern München;1. FC Köln;2;2;1;0;1'0;2;1'1;60;2'1;86;2'2;88;;;;;;;;;;;;;;;;
Sa;19910420;15:30;Borussia Dortmund;Eintracht Frankfurt;0;3;0;0;0'1;52;0'2;79;0'3;89;;;;;;;;;;;;;;;;;;
Sa;19910420;15:30;KFC Uerdingen 05;Werder Bremen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19910420;15:30;VfB Stuttgart;1. FC Kaiserslautern;2;2;1;2;0'1;25;1'1;33;1'2;44;2'2;49;;;;;;;;;;;;;;;;
Sa;19910420;15:30;1. FC Nürnberg;Bor. Mönchengladbach;2;2;1;0;1'0;9;2'0;79;2'1;83;2'2;88;;;;;;;;;;;;;;;;
Sa;19910420;15:30;FC St. Pauli;Fortuna Düsseldorf;2;3;0;1;0'1;20;0'2;50;1'2;63;1'3;71;2'3;88;;;;;;;;;;;;;;
Sa;19910420;15:30;Bayer 04 Leverkusen;VfL Bochum;4;2;1;1;1'0;10;1'1;34;2'1;46;3'1;68;3'2;68;4'2;79;;;;;;;;;;;;
Fr;19910426;20:00;Hertha BSC;Hamburger SV;1;4;0;2;0'1;16;0'2;37;1'2;54;1'3;84;1'4;90;;;;;;;;;;;;;;
Fr;19910503;20:00;1. FC Kaiserslautern;Karlsruher SC;3;2;1;2;0'1;6;0'2;25;1'2;29;2'2;68;3'2;90;;;;;;;;;;;;;;
Fr;19910503;20:00;VfL Bochum;FC St. Pauli;3;0;0;0;1'0;62;2'0;77;3'0;89;;;;;;;;;;;;;;;;;;
Sa;19910504;15:30;Fortuna Düsseldorf;VfB Stuttgart;0;4;0;3;0'1;3;0'2;29;0'3;42;0'4;83;;;;;;;;;;;;;;;;
Sa;19910504;15:30;1. FC Köln;1. FC Nürnberg;3;1;1;1;1'0;23;1'1;26;2'1;54;3'1;69;;;;;;;;;;;;;;;;
Sa;19910504;15:30;Eintracht Frankfurt;Hertha BSC;5;1;2;0;1'0;10;2'0;31;3'0;62;4'0;72;4'1;75;5'1;89;;;;;;;;;;;;
Sa;19910504;15:30;Bor. Mönchengladbach;KFC Uerdingen 05;1;1;0;0;0'1;72;1'1;75;;;;;;;;;;;;;;;;;;;;
Sa;19910504;15:30;Werder Bremen;Bayer 04 Leverkusen;1;1;0;1;0'1;33;1'1;85;;;;;;;;;;;;;;;;;;;;
Sa;19910504;15:30;Borussia Dortmund;SG Wattenscheid 09;2;2;1;1;0'1;25;1'1;44;1'2;74;2'2;81;;;;;;;;;;;;;;;;
So;19910505;18:00;Hamburger SV;Bayern München;2;3;1;1;0'1;9;1'1;30;2'1;79;2'2;87;2'3;90;;;;;;;;;;;;;;
Fr;19910510;20:00;Bayer 04 Leverkusen;Bor. Mönchengladbach;2;5;0;0;0'1;59;0'2;60;1'2;80;2'2;82;2'3;84;2'4;87;2'5;89;;;;;;;;;;
Fr;19910510;20:00;Karlsruher SC;Fortuna Düsseldorf;1;1;0;1;0'1;1;1'1;52;;;;;;;;;;;;;;;;;;;;
Fr;19910510;20:00;VfB Stuttgart;VfL Bochum;2;2;0;0;0'1;55;0'2;57;1'2;62;2'2;87;;;;;;;;;;;;;;;;
Sa;19910511;15:30;KFC Uerdingen 05;1. FC Köln;0;3;0;2;0'1;12;0'2;44;0'3;85;;;;;;;;;;;;;;;;;;
Sa;19910511;15:30;Bayern München;Eintracht Frankfurt;2;0;0;0;1'0;70;2'0;87;;;;;;;;;;;;;;;;;;;;
Sa;19910511;15:30;Hertha BSC;Borussia Dortmund;2;2;2;2;0'1;2;0'2;31;1'2;43;2'2;45;;;;;;;;;;;;;;;;
Sa;19910511;15:30;1. FC Nürnberg;Hamburger SV;3;1;2;1;1'0;2;2'0;15;2'1;29;3'1;49;;;;;;;;;;;;;;;;
Sa;19910511;15:30;FC St. Pauli;Werder Bremen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19910511;15:30;SG Wattenscheid 09;1. FC Kaiserslautern;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19910517;20:00;Werder Bremen;VfB Stuttgart;0;1;0;1;0'1;22;;;;;;;;;;;;;;;;;;;;;;
Fr;19910517;20:00;Eintracht Frankfurt;1. FC Nürnberg;0;1;0;1;0'1;34;;;;;;;;;;;;;;;;;;;;;;
Fr;19910517;20:00;Borussia Dortmund;Bayern München;2;3;1;1;1'0;4;1'1;45;2'1;55;2'2;62;2'3;87;;;;;;;;;;;;;;
Sa;19910518;15:30;Fortuna Düsseldorf;1. FC Kaiserslautern;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19910518;15:30;VfL Bochum;Karlsruher SC;0;1;0;1;0'1;18;;;;;;;;;;;;;;;;;;;;;;
Sa;19910518;15:30;Hamburger SV;KFC Uerdingen 05;2;0;1;0;1'0;4;2'0;59;;;;;;;;;;;;;;;;;;;;
