Tag;Datum;Uhrzeit;Team (H);Team (A);Tore (H);Tore (A);HZ-Tore (H);HZ-Tore (A);;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900303;15:30;Borussia Dortmund;Bor. Mönchengladbach;3;0;2;0;1'0;37;2'0;42;3'0;47;;;;;;;;;;;;;;;;;;
Sa;19900303;15:30;VfB Stuttgart;VfL Bochum;1;0;0;0;1'0;71;;;;;;;;;;;;;;;;;;;;;;
Sa;19900303;15:30;Bayern München;Waldhof Mannheim;2;0;2;0;1'0;6;2'0;37;;;;;;;;;;;;;;;;;;;;
Fr;19900309;19:30;FC 08 Homburg;Borussia Dortmund;3;3;1;0;1'0;3;2'0;60;2'1;70;3'1;75;3'2;86;3'3;87;;;;;;;;;;;;
Fr;19900309;20:00;Bor. Mönchengladbach;1. FC Nürnberg;3;0;3;0;1'0;13;2'0;39;3'0;42;;;;;;;;;;;;;;;;;;
Sa;19900310;15:30;Karlsruher SC;Werder Bremen;2;1;1;0;1'0;36;2'0;55;2'1;77;;;;;;;;;;;;;;;;;;
Sa;19900310;15:30;Eintracht Frankfurt;1. FC Kaiserslautern;1;1;0;1;0'1;39;1'1;55;;;;;;;;;;;;;;;;;;;;
Sa;19900310;15:30;Hamburger SV;Bayern München;0;3;0;1;0'1;6;0'2;68;0'3;71;;;;;;;;;;;;;;;;;;
Sa;19900310;15:30;VfB Stuttgart;Fortuna Düsseldorf;4;0;3;0;1'0;8;2'0;26;3'0;39;4'0;66;;;;;;;;;;;;;;;;
Sa;19900310;15:30;VfL Bochum;KFC Uerdingen 05;2;1;2;1;1'0;2;2'0;19;2'1;44;;;;;;;;;;;;;;;;;;
Sa;19900310;15:30;1. FC Köln;FC St. Pauli;1;0;0;0;1'0;67;;;;;;;;;;;;;;;;;;;;;;
Sa;19900310;15:30;Waldhof Mannheim;Bayer 04 Leverkusen;1;1;1;1;1'0;16;1'1;36;;;;;;;;;;;;;;;;;;;;
Do;19900315;20:00;FC St. Pauli;Waldhof Mannheim;2;1;0;0;0'1;59;1'1;71;2'1;75;;;;;;;;;;;;;;;;;;
Fr;19900316;20:00;Werder Bremen;1. FC Köln;4;0;3;0;1'0;25;2'0;31;3'0;37;4'0;73;;;;;;;;;;;;;;;;
Sa;19900317;15:30;Bayern München;Eintracht Frankfurt;1;0;0;0;1'0;58;;;;;;;;;;;;;;;;;;;;;;
Sa;19900317;15:30;KFC Uerdingen 05;VfB Stuttgart;4;1;1;0;1'0;38;2'0;72;2'1;83;3'1;84;4'1;86;;;;;;;;;;;;;;
Sa;19900317;15:30;Bayer 04 Leverkusen;Hamburger SV;1;0;0;0;1'0;65;;;;;;;;;;;;;;;;;;;;;;
Sa;19900317;15:30;Borussia Dortmund;Karlsruher SC;2;0;1;0;1'0;25;2'0;55;;;;;;;;;;;;;;;;;;;;
Sa;19900317;15:30;Fortuna Düsseldorf;Bor. Mönchengladbach;0;1;0;0;0'1;80;;;;;;;;;;;;;;;;;;;;;;
Sa;19900317;15:30;1. FC Kaiserslautern;VfL Bochum;2;1;0;1;0'1;13;1'1;75;2'1;85;;;;;;;;;;;;;;;;;;
Sa;19900317;15:30;1. FC Nürnberg;FC 08 Homburg;2;0;2;0;1'0;25;2'0;31;;;;;;;;;;;;;;;;;;;;
Fr;19900323;20:00;FC 08 Homburg;Bor. Mönchengladbach;1;3;0;2;0'1;11;0'2;22;0'3;65;1'3;82;;;;;;;;;;;;;;;;
Fr;19900323;20:00;Eintracht Frankfurt;Bayer 04 Leverkusen;0;3;0;0;0'1;57;0'2;64;0'3;90;;;;;;;;;;;;;;;;;;
Sa;19900324;15:30;1. FC Köln;Borussia Dortmund;1;1;0;1;0'1;7;1'1;46;;;;;;;;;;;;;;;;;;;;
Sa;19900324;15:30;Karlsruher SC;1. FC Nürnberg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900324;15:30;Waldhof Mannheim;Werder Bremen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900324;15:30;VfB Stuttgart;1. FC Kaiserslautern;0;1;0;1;0'1;3;;;;;;;;;;;;;;;;;;;;;;
Sa;19900324;15:30;VfL Bochum;Bayern München;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900324;15:30;KFC Uerdingen 05;Fortuna Düsseldorf;0;1;0;1;0'1;28;;;;;;;;;;;;;;;;;;;;;;
Sa;19900324;15:30;Hamburger SV;FC St. Pauli;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19900330;20:00;Borussia Dortmund;Waldhof Mannheim;2;0;1;0;1'0;22;2'0;89;;;;;;;;;;;;;;;;;;;;
Fr;19900330;20:00;Fortuna Düsseldorf;FC 08 Homburg;1;0;1;0;1'0;15;;;;;;;;;;;;;;;;;;;;;;
Sa;19900331;15:30;1. FC Nürnberg;1. FC Köln;1;1;1;1;1'0;17;1'1;23;;;;;;;;;;;;;;;;;;;;
Sa;19900331;15:30;FC St. Pauli;Eintracht Frankfurt;2;2;1;1;1'0;24;1'1;35;2'1;50;2'2;60;;;;;;;;;;;;;;;;
Sa;19900331;15:30;Bayern München;VfB Stuttgart;3;1;1;1;0'1;22;1'1;26;2'1;65;3'1;70;;;;;;;;;;;;;;;;
Sa;19900331;15:30;Werder Bremen;Hamburger SV;2;1;2;1;0'1;11;1'1;34;2'1;43;;;;;;;;;;;;;;;;;;
Sa;19900331;15:30;Bor. Mönchengladbach;Karlsruher SC;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900331;15:30;Bayer 04 Leverkusen;VfL Bochum;2;1;1;1;1'0;4;1'1;13;2'1;61;;;;;;;;;;;;;;;;;;
Sa;19900331;15:30;1. FC Kaiserslautern;KFC Uerdingen 05;2;1;1;1;1'0;18;1'1;30;2'1;81;;;;;;;;;;;;;;;;;;
Fr;19900406;20:00;1. FC Kaiserslautern;Fortuna Düsseldorf;1;0;1;0;1'0;34;;;;;;;;;;;;;;;;;;;;;;
Fr;19900406;20:00;VfL Bochum;FC St. Pauli;3;3;1;3;0'1;22;0'2;31;1'2;37;1'3;42;2'3;53;3'3;60;;;;;;;;;;;;
Sa;19900407;15:30;Hamburger SV;Borussia Dortmund;1;1;1;1;1'0;3;1'1;4;;;;;;;;;;;;;;;;;;;;
Sa;19900407;15:30;Waldhof Mannheim;1. FC Nürnberg;1;1;0;1;0'1;40;1'1;67;;;;;;;;;;;;;;;;;;;;
Sa;19900407;15:30;Eintracht Frankfurt;Werder Bremen;1;0;0;0;1'0;57;;;;;;;;;;;;;;;;;;;;;;
Sa;19900407;15:30;KFC Uerdingen 05;Bayern München;2;2;0;1;0'1;34;1'1;48;1'2;65;2'2;87;;;;;;;;;;;;;;;;
Sa;19900407;15:30;1. FC Köln;Bor. Mönchengladbach;3;0;1;0;1'0;17;2'0;64;3'0;83;;;;;;;;;;;;;;;;;;
Sa;19900407;15:30;VfB Stuttgart;Bayer 04 Leverkusen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900407;15:30;Karlsruher SC;FC 08 Homburg;0;2;0;1;0'1;42;0'2;82;;;;;;;;;;;;;;;;;;;;
Mi;19900411;20:15;Borussia Dortmund;Eintracht Frankfurt;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Do;19900412;19:30;FC St. Pauli;VfB Stuttgart;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Do;19900412;20:00;FC 08 Homburg;1. FC Köln;0;1;0;0;0'1;76;;;;;;;;;;;;;;;;;;;;;;
Do;19900412;20:00;1. FC Nürnberg;Hamburger SV;2;0;1;0;1'0;5;2'0;67;;;;;;;;;;;;;;;;;;;;
Do;19900412;20:00;Bayern München;1. FC Kaiserslautern;3;0;2;0;1'0;5;2'0;13;3'0;83;;;;;;;;;;;;;;;;;;
Do;19900412;20:00;Fortuna Düsseldorf;Karlsruher SC;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Do;19900412;20:00;Werder Bremen;VfL Bochum;1;1;0;1;0'1;30;1'1;83;;;;;;;;;;;;;;;;;;;;
Do;19900412;20:00;Bayer 04 Leverkusen;KFC Uerdingen 05;1;1;0;1;0'1;35;1'1;48;;;;;;;;;;;;;;;;;;;;
Do;19900412;20:00;Bor. Mönchengladbach;Waldhof Mannheim;2;0;1;0;1'0;5;2'0;89;;;;;;;;;;;;;;;;;;;;
Mo;19900416;18:00;1. FC Nürnberg;Borussia Dortmund;1;3;1;2;1'0;22;1'1;24;1'2;34;1'3;68;;;;;;;;;;;;;;;;
Fr;19900420;20:00;KFC Uerdingen 05;FC St. Pauli;1;0;1;0;1'0;43;;;;;;;;;;;;;;;;;;;;;;
Fr;19900420;20:00;1. FC Kaiserslautern;Bayer 04 Leverkusen;2;0;1;0;1'0;14;2'0;67;;;;;;;;;;;;;;;;;;;;
Sa;19900421;15:30;VfL Bochum;Borussia Dortmund;2;3;0;1;0'1;20;0'2;60;1'2;68;1'3;70;2'3;82;;;;;;;;;;;;;;
Sa;19900421;15:30;Eintracht Frankfurt;1. FC Nürnberg;5;1;2;1;1'0;15;1'1;26;2'1;39;3'1;46;4'1;79;5'1;82;;;;;;;;;;;;
Sa;19900421;15:30;VfB Stuttgart;Werder Bremen;3;1;2;0;1'0;9;2'0;34;3'0;55;3'1;66;;;;;;;;;;;;;;;;
Sa;19900421;15:30;1. FC Köln;Karlsruher SC;0;5;0;2;0'1;16;0'2;40;0'3;63;0'4;66;0'5;90;;;;;;;;;;;;;;
Sa;19900421;15:30;Hamburger SV;Bor. Mönchengladbach;3;0;1;0;1'0;40;2'0;58;3'0;66;;;;;;;;;;;;;;;;;;
Sa;19900421;15:30;Bayern München;Fortuna Düsseldorf;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900421;15:30;Waldhof Mannheim;FC 08 Homburg;1;2;0;1;0'1;19;1'1;65;1'2;87;;;;;;;;;;;;;;;;;;
Fr;19900427;19:30;FC St. Pauli;1. FC Kaiserslautern;0;2;0;0;0'1;73;0'2;86;;;;;;;;;;;;;;;;;;;;
Fr;19900427;20:00;FC 08 Homburg;Hamburger SV;0;1;0;0;0'1;85;;;;;;;;;;;;;;;;;;;;;;
Sa;19900428;15:30;Bor. Mönchengladbach;Eintracht Frankfurt;2;1;1;0;1'0;8;2'0;74;2'1;84;;;;;;;;;;;;;;;;;;
Sa;19900428;15:30;Borussia Dortmund;VfB Stuttgart;2;0;2;0;1'0;15;2'0;44;;;;;;;;;;;;;;;;;;;;
Sa;19900428;15:30;Bayer 04 Leverkusen;Bayern München;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900428;15:30;1. FC Nürnberg;VfL Bochum;2;1;1;0;1'0;22;1'1;83;2'1;86;;;;;;;;;;;;;;;;;;
Sa;19900428;15:30;Werder Bremen;KFC Uerdingen 05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900428;15:30;Karlsruher SC;Waldhof Mannheim;4;0;2;0;1'0;24;2'0;41;3'0;51;4'0;69;;;;;;;;;;;;;;;;
Sa;19900428;20:00;Fortuna Düsseldorf;1. FC Köln;1;1;1;1;1'0;13;1'1;26;;;;;;;;;;;;;;;;;;;;
Di;19900501;20:00;VfB Stuttgart;1. FC Nürnberg;4;0;0;0;1'0;59;2'0;61;3'0;67;4'0;69;;;;;;;;;;;;;;;;
Di;19900501;20:00;1. FC Kaiserslautern;Werder Bremen;2;2;1;1;1'0;11;1'1;15;2'1;54;2'2;85;;;;;;;;;;;;;;;;
Di;19900501;20:00;VfL Bochum;Bor. Mönchengladbach;2;1;2;1;1'0;2;2'0;34;2'1;37;;;;;;;;;;;;;;;;;;
Di;19900501;20:00;1. FC Köln;Waldhof Mannheim;6;0;2;0;1'0;4;2'0;8;3'0;52;4'0;63;5'0;65;6'0;72;;;;;;;;;;;;
Di;19900501;20:00;Eintracht Frankfurt;FC 08 Homburg;1;1;0;1;0'1;15;1'1;59;;;;;;;;;;;;;;;;;;;;
Mi;19900502;20:00;KFC Uerdingen 05;Borussia Dortmund;1;3;0;3;0'1;14;0'2;17;0'3;24;1'3;53;;;;;;;;;;;;;;;;
Mi;19900502;20:00;Hamburger SV;Karlsruher SC;1;0;0;0;1'0;85;;;;;;;;;;;;;;;;;;;;;;
Mi;19900502;20:00;Bayern München;FC St. Pauli;1;0;1;0;1'0;16;;;;;;;;;;;;;;;;;;;;;;
Mi;19900502;20:00;Fortuna Düsseldorf;Bayer 04 Leverkusen;2;0;0;0;1'0;71;2'0;72;;;;;;;;;;;;;;;;;;;;
Sa;19900505;15:30;Karlsruher SC;Eintracht Frankfurt;1;0;0;0;1'0;73;;;;;;;;;;;;;;;;;;;;;;
Sa;19900505;15:30;Bor. Mönchengladbach;VfB Stuttgart;3;1;1;0;1'0;36;2'0;61;3'0;74;3'1;79;;;;;;;;;;;;;;;;
Sa;19900505;15:30;1. FC Köln;Hamburger SV;2;0;1;0;1'0;42;2'0;72;;;;;;;;;;;;;;;;;;;;
Sa;19900505;15:30;Borussia Dortmund;1. FC Kaiserslautern;1;1;1;1;0'1;4;1'1;31;;;;;;;;;;;;;;;;;;;;
Sa;19900505;15:30;Werder Bremen;Bayern München;2;2;2;0;1'0;28;2'0;38;2'1;48;2'2;71;;;;;;;;;;;;;;;;
Sa;19900505;15:30;Waldhof Mannheim;Fortuna Düsseldorf;0;1;0;0;0'1;84;;;;;;;;;;;;;;;;;;;;;;
Sa;19900505;15:30;FC 08 Homburg;VfL Bochum;1;0;0;0;1'0;58;;;;;;;;;;;;;;;;;;;;;;
Sa;19900505;15:30;1. FC Nürnberg;KFC Uerdingen 05;1;1;1;1;0'1;16;1'1;38;;;;;;;;;;;;;;;;;;;;
Sa;19900505;15:30;FC St. Pauli;Bayer 04 Leverkusen;3;0;1;0;1'0;10;2'0;56;3'0;82;;;;;;;;;;;;;;;;;;
Sa;19900512;15:30;Eintracht Frankfurt;1. FC Köln;3;1;0;1;0'1;29;1'1;77;2'1;88;3'1;90;;;;;;;;;;;;;;;;
Sa;19900512;15:30;1. FC Kaiserslautern;1. FC Nürnberg;0;2;0;1;0'1;39;0'2;50;;;;;;;;;;;;;;;;;;;;
Sa;19900512;15:30;Bayer 04 Leverkusen;Werder Bremen;1;3;0;1;0'1;17;0'2;56;0'3;59;1'3;75;;;;;;;;;;;;;;;;
Sa;19900512;15:30;VfL Bochum;Karlsruher SC;2;0;2;0;1'0;25;2'0;36;;;;;;;;;;;;;;;;;;;;
Sa;19900512;15:30;KFC Uerdingen 05;Bor. Mönchengladbach;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900512;15:30;Fortuna Düsseldorf;FC St. Pauli;7;0;1;0;1'0;31;2'0;48;3'0;49;4'0;56;5'0;60;6'0;75;7'0;90;;;;;;;;;;
Sa;19900512;15:30;Hamburger SV;Waldhof Mannheim;1;0;0;0;1'0;88;;;;;;;;;;;;;;;;;;;;;;
Sa;19900512;15:30;VfB Stuttgart;FC 08 Homburg;2;2;0;1;0'1;8;1'1;48;2'1;56;2'2;64;;;;;;;;;;;;;;;;
Sa;19900512;18:30;Bayern München;Borussia Dortmund;3;0;1;0;1'0;6;2'0;55;3'0;68;;;;;;;;;;;;;;;;;;
Mi;19900808;20:00;Borussia Dortmund;VfB Stuttgart;0;3;0;2;0'1;38;0'2;45;0'3;78;;;;;;;;;;;;;;;;;;
Do;19900809;20:00;Hertha BSC;FC St. Pauli;1;2;1;0;1'0;29;1'1;46;1'2;51;;;;;;;;;;;;;;;;;;
Fr;19900810;20:00;1. FC Nürnberg;KFC Uerdingen 05;1;1;1;1;0'1;21;1'1;29;;;;;;;;;;;;;;;;;;;;
Sa;19900811;15:30;Bayern München;Bayer 04 Leverkusen;1;1;0;0;0'1;63;1'1;86;;;;;;;;;;;;;;;;;;;;
Sa;19900811;15:30;Eintracht Frankfurt;Karlsruher SC;3;0;1;0;1'0;28;2'0;61;3'0;81;;;;;;;;;;;;;;;;;;
Sa;19900811;15:30;Hamburger SV;1. FC Kaiserslautern;1;3;0;1;0'1;17;1'1;56;1'2;75;1'3;76;;;;;;;;;;;;;;;;
Sa;19900811;15:30;1. FC Köln;Fortuna Düsseldorf;1;1;0;0;0'1;58;1'1;81;;;;;;;;;;;;;;;;;;;;
Sa;19900811;15:30;Bor. Mönchengladbach;VfL Bochum;1;2;1;1;0'1;13;1'1;42;1'2;61;;;;;;;;;;;;;;;;;;
Sa;19900811;15:30;SG Wattenscheid 09;Werder Bremen;2;0;1;0;1'0;38;2'0;84;;;;;;;;;;;;;;;;;;;;
Di;19900814;20:00;FC St. Pauli;Bayern München;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19900817;20:00;Werder Bremen;Bor. Mönchengladbach;3;0;2;0;1'0;15;2'0;21;3'0;64;;;;;;;;;;;;;;;;;;
Fr;19900817;20:00;VfB Stuttgart;Hertha BSC;4;0;0;0;1'0;54;2'0;67;3'0;72;4'0;74;;;;;;;;;;;;;;;;
Sa;19900818;15:30;Fortuna Düsseldorf;Hamburger SV;2;1;0;1;0'1;20;1'1;76;2'1;84;;;;;;;;;;;;;;;;;;
Sa;19900818;15:30;1. FC Kaiserslautern;Eintracht Frankfurt;1;1;1;0;1'0;31;1'1;56;;;;;;;;;;;;;;;;;;;;
Sa;19900818;15:30;Karlsruher SC;Borussia Dortmund;1;2;0;2;0'1;40;0'2;44;1'2;89;;;;;;;;;;;;;;;;;;
Sa;19900818;15:30;Bayer 04 Leverkusen;1. FC Nürnberg;2;2;1;1;0'1;18;1'1;41;2'1;71;2'2;89;;;;;;;;;;;;;;;;
Sa;19900818;15:30;KFC Uerdingen 05;SG Wattenscheid 09;0;2;0;0;0'1;84;0'2;90;;;;;;;;;;;;;;;;;;;;
Sa;19900818;15:30;VfL Bochum;1. FC Köln;1;0;0;0;1'0;84;;;;;;;;;;;;;;;;;;;;;;
Fr;19900824;20:00;Borussia Dortmund;1. FC Kaiserslautern;0;2;0;1;0'1;8;0'2;84;;;;;;;;;;;;;;;;;;;;
Fr;19900824;20:00;Hamburger SV;VfL Bochum;1;0;1;0;1'0;33;;;;;;;;;;;;;;;;;;;;;;
Fr;19900824;20:00;Eintracht Frankfurt;Fortuna Düsseldorf;5;1;3;1;0'1;19;1'1;21;2'1;40;3'1;45;4'1;48;5'1;79;;;;;;;;;;;;
Sa;19900825;15:30;1. FC Nürnberg;FC St. Pauli;5;2;2;0;1'0;9;2'0;22;2'1;54;3'1;58;4'1;63;4'2;69;5'2;86;;;;;;;;;;
Sa;19900825;15:30;Bayern München;VfB Stuttgart;2;1;1;1;1'0;6;1'1;30;2'1;62;;;;;;;;;;;;;;;;;;
Sa;19900825;15:30;Hertha BSC;Karlsruher SC;1;1;1;0;1'0;5;1'1;51;;;;;;;;;;;;;;;;;;;;
Sa;19900825;15:30;1. FC Köln;Werder Bremen;1;0;1;0;1'0;13;;;;;;;;;;;;;;;;;;;;;;
Sa;19900825;15:30;KFC Uerdingen 05;Bayer 04 Leverkusen;1;1;1;0;1'0;44;1'1;66;;;;;;;;;;;;;;;;;;;;
Sa;19900825;15:30;SG Wattenscheid 09;Bor. Mönchengladbach;1;1;1;0;1'0;24;1'1;62;;;;;;;;;;;;;;;;;;;;
Fr;19900831;20:00;1. FC Kaiserslautern;Hertha BSC;4;3;2;2;0'1;21;1'1;23;1'2;31;2'2;32;3'2;73;3'3;75;4'3;85;;;;;;;;;;
Sa;19900901;15:30;Werder Bremen;Hamburger SV;3;1;1;1;1'0;13;1'1;45;2'1;50;3'1;83;;;;;;;;;;;;;;;;
Sa;19900901;15:30;Karlsruher SC;Bayern München;2;3;1;2;0'1;9;0'2;20;1'2;32;2'2;59;2'3;90;;;;;;;;;;;;;;
Sa;19900901;15:30;VfB Stuttgart;1. FC Nürnberg;2;1;1;0;1'0;30;2'0;48;2'1;54;;;;;;;;;;;;;;;;;;
Sa;19900901;15:30;FC St. Pauli;KFC Uerdingen 05;1;1;1;0;1'0;45;1'1;74;;;;;;;;;;;;;;;;;;;;
Sa;19900901;15:30;Bor. Mönchengladbach;1. FC Köln;2;2;0;1;0'1;16;1'1;48;2'1;61;2'2;83;;;;;;;;;;;;;;;;
Sa;19900901;15:30;VfL Bochum;Eintracht Frankfurt;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
So;19900902;19:00;Fortuna Düsseldorf;Borussia Dortmund;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Di;19900904;20:00;Bayer 04 Leverkusen;SG Wattenscheid 09;2;1;0;0;0'1;53;1'1;55;2'1;89;;;;;;;;;;;;;;;;;;
Fr;19900907;20:00;Bayern München;1. FC Kaiserslautern;4;0;1;0;1'0;43;2'0;48;3'0;53;4'0;63;;;;;;;;;;;;;;;;
Fr;19900907;20:00;Borussia Dortmund;VfL Bochum;1;0;0;0;1'0;85;;;;;;;;;;;;;;;;;;;;;;
Fr;19900907;20:00;KFC Uerdingen 05;VfB Stuttgart;2;0;0;0;1'0;54;2'0;86;;;;;;;;;;;;;;;;;;;;
Sa;19900908;15:30;1. FC Nürnberg;Karlsruher SC;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900908;15:30;Hertha BSC;Fortuna Düsseldorf;0;1;0;0;0'1;82;;;;;;;;;;;;;;;;;;;;;;
Sa;19900908;15:30;Eintracht Frankfurt;Werder Bremen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900908;15:30;Hamburger SV;Bor. Mönchengladbach;3;0;2;0;1'0;13;2'0;45;3'0;63;;;;;;;;;;;;;;;;;;
Sa;19900908;15:30;Bayer 04 Leverkusen;FC St. Pauli;3;1;2;0;1'0;4;2'0;26;3'0;76;3'1;87;;;;;;;;;;;;;;;;
Sa;19900908;15:30;SG Wattenscheid 09;1. FC Köln;0;3;0;1;0'1;44;0'2;75;0'3;89;;;;;;;;;;;;;;;;;;
Fr;19900914;20:00;1. FC Kaiserslautern;1. FC Nürnberg;3;1;2;0;1'0;29;2'0;32;3'0;59;3'1;78;;;;;;;;;;;;;;;;
Fr;19900914;20:00;Karlsruher SC;KFC Uerdingen 05;2;0;1;0;1'0;40;2'0;63;;;;;;;;;;;;;;;;;;;;
Fr;19900914;20:00;FC St. Pauli;SG Wattenscheid 09;1;1;1;1;1'0;8;1'1;39;;;;;;;;;;;;;;;;;;;;
Sa;19900915;15:30;Werder Bremen;Borussia Dortmund;1;1;1;1;0'1;32;1'1;39;;;;;;;;;;;;;;;;;;;;
Sa;19900915;15:30;Fortuna Düsseldorf;Bayern München;1;2;0;1;0'1;18;0'2;58;1'2;89;;;;;;;;;;;;;;;;;;
Sa;19900915;15:30;VfB Stuttgart;Bayer 04 Leverkusen;0;2;0;1;0'1;21;0'2;58;;;;;;;;;;;;;;;;;;;;
Sa;19900915;15:30;1. FC Köln;Hamburger SV;1;0;0;0;1'0;90;;;;;;;;;;;;;;;;;;;;;;
Sa;19900915;15:30;Bor. Mönchengladbach;Eintracht Frankfurt;1;1;0;0;0'1;62;1'1;73;;;;;;;;;;;;;;;;;;;;
Sa;19900915;15:30;VfL Bochum;Hertha BSC;4;2;2;1;1'0;9;1'1;32;2'1;40;3'1;58;3'2;88;4'2;90;;;;;;;;;;;;
Fr;19900921;20:00;SG Wattenscheid 09;Hamburger SV;0;1;0;0;0'1;61;;;;;;;;;;;;;;;;;;;;;;
Sa;19900922;15:30;Bayern München;VfL Bochum;2;2;2;0;1'0;4;2'0;33;2'1;47;2'2;84;;;;;;;;;;;;;;;;
Sa;19900922;15:30;Hertha BSC;Werder Bremen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19900922;15:30;Borussia Dortmund;Bor. Mönchengladbach;1;1;1;1;1'0;17;1'1;29;;;;;;;;;;;;;;;;;;;;
Sa;19900922;15:30;Eintracht Frankfurt;1. FC Köln;1;0;1;0;1'0;21;;;;;;;;;;;;;;;;;;;;;;
Sa;19900922;15:30;FC St. Pauli;VfB Stuttgart;2;2;2;0;1'0;21;2'0;43;2'1;56;2'2;61;;;;;;;;;;;;;;;;
Sa;19900922;15:30;Bayer 04 Leverkusen;Karlsruher SC;1;0;0;0;1'0;78;;;;;;;;;;;;;;;;;;;;;;
Sa;19900922;15:30;KFC Uerdingen 05;1. FC Kaiserslautern;3;7;2;3;0'1;13;0'2;22;1'2;29;1'3;32;2'3;35;2'4;47;3'4;48;3'5;58;3'6;70;3'7;84;;;;
So;19900923;18:00;1. FC Nürnberg;Fortuna Düsseldorf;3;0;0;0;1'0;51;2'0;62;3'0;82;;;;;;;;;;;;;;;;;;
Fr;19900928;20:00;Werder Bremen;Bayern München;1;0;0;0;1'0;52;;;;;;;;;;;;;;;;;;;;;;
Fr;19900928;20:00;1. FC Kaiserslautern;Bayer 04 Leverkusen;2;1;1;0;1'0;24;2'0;47;2'1;81;;;;;;;;;;;;;;;;;;
Fr;19900928;20:00;Bor. Mönchengladbach;Hertha BSC;2;0;2;0;1'0;3;2'0;21;;;;;;;;;;;;;;;;;;;;
Sa;19900929;15:30;Fortuna Düsseldorf;KFC Uerdingen 05;0;2;0;1;0'1;4;0'2;79;;;;;;;;;;;;;;;;;;;;
Sa;19900929;15:30;Karlsruher SC;FC St. Pauli;1;1;0;0;1'0;58;1'1;69;;;;;;;;;;;;;;;;;;;;
Sa;19900929;15:30;VfB Stuttgart;SG Wattenscheid 09;1;4;1;0;1'0;29;1'1;47;1'2;62;1'3;84;1'4;89;;;;;;;;;;;;;;
Sa;19900929;15:30;Hamburger SV;Eintracht Frankfurt;0;1;0;1;0'1;44;;;;;;;;;;;;;;;;;;;;;;
Sa;19900929;15:30;1. FC Köln;Borussia Dortmund;0;1;0;1;0'1;35;;;;;;;;;;;;;;;;;;;;;;
Sa;19900929;15:30;VfL Bochum;1. FC Nürnberg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Fr;19901005;20:00;KFC Uerdingen 05;VfL Bochum;4;1;3;1;1'0;12;2'0;23;3'0;30;3'1;41;4'1;83;;;;;;;;;;;;;;
Sa;19901006;15:30;1. FC Nürnberg;Werder Bremen;2;3;1;1;0'1;15;1'1;43;1'2;72;1'3;78;2'3;84;;;;;;;;;;;;;;
Sa;19901006;15:30;Bayern München;Bor. Mönchengladbach;4;1;0;0;1'0;52;2'0;58;3'0;60;3'1;77;4'1;89;;;;;;;;;;;;;;
Sa;19901006;15:30;Hertha BSC;1. FC Köln;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19901006;15:30;Borussia Dortmund;Hamburger SV;1;1;0;1;0'1;29;1'1;52;;;;;;;;;;;;;;;;;;;;
Sa;19901006;15:30;VfB Stuttgart;Karlsruher SC;2;2;1;2;0'1;1;0'2;15;1'2;34;2'2;84;;;;;;;;;;;;;;;;
Sa;19901006;15:30;FC St. Pauli;1. FC Kaiserslautern;1;0;0;0;1'0;90;;;;;;;;;;;;;;;;;;;;;;
Sa;19901006;15:30;Bayer 04 Leverkusen;Fortuna Düsseldorf;1;1;0;0;1'0;53;1'1;82;;;;;;;;;;;;;;;;;;;;
Sa;19901006;15:30;SG Wattenscheid 09;Eintracht Frankfurt;1;0;1;0;1'0;34;;;;;;;;;;;;;;;;;;;;;;
Fr;19901012;20:00;Karlsruher SC;SG Wattenscheid 09;1;3;1;1;1'0;6;1'1;19;1'2;84;1'3;87;;;;;;;;;;;;;;;;
Sa;19901013;15:30;Werder Bremen;KFC Uerdingen 05;4;3;2;1;0'1;1;1'1;5;2'1;41;3'1;57;3'2;59;4'2;71;4'3;83;;;;;;;;;;
Sa;19901013;15:30;Fortuna Düsseldorf;FC St. Pauli;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
